Product ID,Product Name,Brand,Category,Skin Type,Main Ingredients,Rating,Price ($)
P0857,Emina Congress Sunscreen,Emina,Sunscreen,Combination,Vitamin C,2.7,31.35
P0858,Somethinc Lawyer Sunscreen,Somethinc,Sunscreen,Normal,Ceramide,2.6,22.69
P0859,COSRX Father Moisturizer,COSRX,Moisturizer,Normal,Vitamin C,3.0,63.79
P0860,Innisfree Recently Cleanser,Innisfree,Cleanser,Sensitive,Niacinamide,2.5,75.66
P0861,Somethinc Rate Sunscreen,Somethinc,Sunscreen,Oily,AHA BHA,4.1,8.75
P0862,COSRX Fact Cleanser,COSRX,Cleanser,Normal,Retinol,3.7,19.13
P0863,COSRX My Moisturizer,COSRX,Moisturizer,Sensitive,Green Tea,3.0,70.04
P0864,Laneige Three Cleanser,Laneige,Cleanser,Sensitive,Vitamin C,1.3,40.42
P0865,Laneige Hold Sunscreen,Laneige,Sunscreen,Oily,Vitamin C,2.7,52.055
P0866,Laneige Republican Sunscreen,Laneige,Sunscreen,Sensitive,Vitamin C,3.2,12.23
P0867,Avoskin Scene Moisturizer,Avoskin,Moisturizer,Combination,Peptides,3.8,14.73
P0868,Avoskin Very Cleanser,Avoskin,Cleanser,Normal,Hyaluronic Acid,1.0,39.25
P0869,Cetaphil Buy Moisturizer,Cetaphil,Moisturizer,Combination,AHA BHA,3.2,52.21
P0870,Innisfree Voice Sunscreen,Innisfree,Sunscreen,Dry,Vitamin C,1.1,91.82
P0871,Wardah Community Cleanser,Wardah,Cleanser,Dry,Centella Asiatica,1.6,31.5
P0872,Avoskin National Sunscreen,Avoskin,Sunscreen,Sensitive,Centella Asiatica,2.6,77.02
P0873,Emina Investment Toner,Emina,Toner,Combination,Salicylic Acid,3.3,86.25
P0874,Skintific Record Mask,Skintific,Mask,Oily,Vitamin C,4.4,45.59
P0875,Innisfree Sit Toner,Innisfree,Toner,Normal,Peptides,3.5,81.8
P0876,Innisfree Toward Essence,Innisfree,Essence,Dry,Retinol,2.4,36.78
P0877,COSRX Adult Essence,COSRX,Essence,Combination,Retinol,2.2,52.055
P0878,Somethinc Morning Sunscreen,Somethinc,Sunscreen,Sensitive,Vitamin C,4.2,49.27
P0879,Cetaphil Force Essence,Cetaphil,Essence,Dry,Peptides,2.0,53.28
P0880,COSRX Despite Essence,COSRX,Essence,Dry,Centella Asiatica,3.0,25.79
P0881,Skintific Fill Serum,Skintific,Serum,Oily,Peptides,1.6,70.27
P0882,Somethinc Sign Cleanser,Somethinc,Cleanser,Normal,Niacinamide,2.4,47.81
P0883,Innisfree Discussion Sunscreen,Innisfree,Sunscreen,Normal,Centella Asiatica,1.2,17.9
P0884,The Ordinary Anyone Toner,The Ordinary,Toner,Normal,Vitamin C,2.2,28.44
P0885,Wardah They Toner,Wardah,Toner,Sensitive,Vitamin C,1.4,12.13
P0886,Somethinc Wide Sunscreen,Somethinc,Sunscreen,Combination,Niacinamide,3.8,40.59
P0887,Innisfree Themselves Cleanser,Innisfree,Cleanser,Dry,Vitamin C,1.9,12.0
P0888,COSRX Reveal Cleanser,COSRX,Cleanser,Combination,Hyaluronic Acid,2.8,94.83
P0889,Cetaphil Ask Mask,Cetaphil,Mask,Normal,Ceramide,4.2,96.48
P0890,Wardah Future Cleanser,Wardah,Cleanser,Dry,Hyaluronic Acid,2.6,39.29
P0891,Skintific Cause Toner,Skintific,Toner,Normal,AHA BHA,4.5,30.62
P0892,Emina Able Toner,Emina,Toner,Dry,Peptides,2.7,65.95
P0893,Wardah Language Toner,Wardah,Toner,Oily,Vitamin C,3.8,61.77
P0894,COSRX Interesting Serum,COSRX,Serum,Oily,Ceramide,1.4,93.72
P0895,Emina Across Sunscreen,Emina,Sunscreen,Normal,Hyaluronic Acid,2.6,36.67
P0896,Somethinc Second Cleanser,Somethinc,Cleanser,Normal,AHA BHA,1.0,41.83
P0897,The Ordinary Of Sunscreen,The Ordinary,Sunscreen,Sensitive,Vitamin C,1.3,78.74
P0898,Skintific Detail Moisturizer,Skintific,Moisturizer,Normal,Vitamin C,1.5,68.96
P0899,Emina That Toner,Emina,Toner,Normal,Vitamin C,4.6,22.84
P0900,The Ordinary Recently Moisturizer,The Ordinary,Moisturizer,Oily,Ceramide,3.2,42.98
P0901,Innisfree Camera Sunscreen,Innisfree,Sunscreen,Combination,Niacinamide,3.0,19.04
P0902,The Ordinary Father Sunscreen,The Ordinary,Sunscreen,Normal,Green Tea,2.5,36.15
P0903,COSRX Response Moisturizer,COSRX,Moisturizer,Combination,Vitamin C,3.3,24.4
P0904,Cetaphil Station Serum,Cetaphil,Serum,Oily,Green Tea,4.4,37.81
P0905,Laneige Character Toner,Laneige,Toner,Sensitive,Vitamin C,2.9,57.33
P0906,Wardah Last Cleanser,Wardah,Cleanser,Sensitive,Niacinamide,1.5,65.77
P0907,The Ordinary Each Cleanser,The Ordinary,Cleanser,Dry,Hyaluronic Acid,4.9,44.24
P0908,Cetaphil Radio Serum,Cetaphil,Serum,Normal,Centella Asiatica,2.5,20.26
P0909,The Ordinary One Essence,The Ordinary,Essence,Dry,Ceramide,2.5,11.8
P0910,Avoskin He Cleanser,Avoskin,Cleanser,Dry,Vitamin C,5.0,29.96
P0911,Avoskin Effect Cleanser,Avoskin,Cleanser,Oily,Vitamin C,4.1,20.24
P0912,Skintific Energy Serum,Skintific,Serum,Oily,Centella Asiatica,2.9,51.23
P0913,Wardah Answer Toner,Wardah,Toner,Oily,Hyaluronic Acid,3.2,60.58
P0914,Innisfree Provide Essence,Innisfree,Essence,Dry,Vitamin C,3.2,50.33
P0915,Emina East Sunscreen,Emina,Sunscreen,Normal,Hyaluronic Acid,1.5,8.38
P0916,Laneige Defense Toner,Laneige,Toner,Dry,Vitamin C,2.4,84.06
P0917,Innisfree Huge Serum,Innisfree,Serum,Normal,Ceramide,1.9,18.75
P0918,Somethinc Interview Sunscreen,Somethinc,Sunscreen,Oily,Retinol,3.0,52.055
P0919,Wardah Summer Mask,Wardah,Mask,Dry,Vitamin C,3.4,90.54
P0920,COSRX Behavior Moisturizer,COSRX,Moisturizer,Sensitive,AHA BHA,4.4,15.82
P0921,Emina Region Cleanser,Emina,Cleanser,Dry,Niacinamide,2.4,80.48
P0922,Emina Child Serum,Emina,Serum,Normal,Ceramide,1.7,59.58
P0923,Wardah Reveal Serum,Wardah,Serum,Combination,Centella Asiatica,1.1,74.4
P0924,The Ordinary Hope Serum,The Ordinary,Serum,Combination,Niacinamide,4.5,74.33
P0925,Somethinc Dog Mask,Somethinc,Mask,Sensitive,Centella Asiatica,2.9,47.04
P0926,Laneige Instead Cleanser,Laneige,Cleanser,Normal,Salicylic Acid,1.6,52.18
P0927,Emina Especially Mask,Emina,Mask,Normal,Ceramide,4.9,31.14
P0928,Avoskin Society Toner,Avoskin,Toner,Combination,Retinol,3.7,99.4
P0929,Cetaphil Water Cleanser,Cetaphil,Cleanser,Oily,Retinol,5.0,17.72
P0930,Laneige Sometimes Essence,Laneige,Essence,Sensitive,Ceramide,2.8,32.54
P0931,The Ordinary Often Essence,The Ordinary,Essence,Normal,Retinol,2.5,89.56
P0932,Emina Owner Serum,Emina,Serum,Normal,AHA BHA,1.9,52.055
P0933,Wardah Threat Cleanser,Wardah,Cleanser,Combination,Retinol,3.7,19.1
P0934,Cetaphil Film Mask,Cetaphil,Mask,Dry,Vitamin C,3.0,83.23
P0935,Wardah Husband Essence,Wardah,Essence,Sensitive,Niacinamide,2.9,8.37
P0936,Skintific Cut Moisturizer,Skintific,Moisturizer,Oily,Peptides,3.5,61.81
P0937,Emina Education Mask,Emina,Mask,Oily,Niacinamide,2.1,28.59
P0938,Somethinc Head Sunscreen,Somethinc,Sunscreen,Oily,Niacinamide,5.0,84.53
P0939,Somethinc Event Moisturizer,Somethinc,Moisturizer,Sensitive,Vitamin C,1.8,52.055
P0940,Wardah White Essence,Wardah,Essence,Combination,Salicylic Acid,3.0,52.055
P0941,Laneige East Serum,Laneige,Serum,Dry,Peptides,1.4,88.53
P0942,Skintific Drop Sunscreen,Skintific,Sunscreen,Oily,Vitamin C,4.4,63.36
P0943,Wardah Key Cleanser,Wardah,Cleanser,Oily,AHA BHA,1.9,50.84
P0944,Wardah Someone Moisturizer,Wardah,Moisturizer,Normal,Peptides,3.1,57.29
P0945,Innisfree Charge Cleanser,Innisfree,Cleanser,Combination,Vitamin C,1.5,36.66
P0946,Avoskin Eat Toner,Avoskin,Toner,Combination,Vitamin C,2.5,57.01
P0947,Wardah Call Moisturizer,Wardah,Moisturizer,Dry,Peptides,2.4,83.0
P0948,Avoskin Want Mask,Avoskin,Mask,Combination,Hyaluronic Acid,2.1,61.15
P0949,Somethinc Show Moisturizer,Somethinc,Moisturizer,Sensitive,AHA BHA,1.9,23.12
P0950,Emina Fund Essence,Emina,Essence,Normal,Ceramide,3.4,25.06
P0951,Emina Whatever Serum,Emina,Serum,Oily,AHA BHA,2.1,37.84
P0952,Somethinc Lot Mask,Somethinc,Mask,Sensitive,Hyaluronic Acid,2.7,42.2
P0953,Laneige Culture Mask,Laneige,Mask,Oily,AHA BHA,1.6,42.11
P0954,Wardah Apply Cleanser,Wardah,Cleanser,Dry,Centella Asiatica,3.1,88.18
P0955,COSRX Interest Sunscreen,COSRX,Sunscreen,Normal,Peptides,4.5,92.17
P0956,Wardah Kind Moisturizer,Wardah,Moisturizer,Combination,Salicylic Acid,2.5,60.78
P0957,Somethinc Town Serum,Somethinc,Serum,Combination,Ceramide,4.2,54.08
P0958,Laneige Who Moisturizer,Laneige,Moisturizer,Dry,Hyaluronic Acid,3.9,22.72
P0959,Emina Father Sunscreen,Emina,Sunscreen,Dry,Hyaluronic Acid,4.3,62.23
P0960,Emina All Essence,Emina,Essence,Normal,Vitamin C,2.4,52.055
P0961,Skintific Art Sunscreen,Skintific,Sunscreen,Dry,Niacinamide,2.8,12.41
P0962,Cetaphil Half Essence,Cetaphil,Essence,Oily,Vitamin C,1.3,77.88
P0963,Innisfree Major Serum,Innisfree,Serum,Oily,Ceramide,4.8,93.37
P0964,Innisfree Free Essence,Innisfree,Essence,Normal,Green Tea,3.0,96.94
P0965,Wardah Gas Sunscreen,Wardah,Sunscreen,Oily,AHA BHA,3.4,94.09
P0966,Wardah Physical Serum,Wardah,Serum,Oily,Vitamin C,3.6,29.16
P0967,Innisfree Hit Sunscreen,Innisfree,Sunscreen,Dry,Peptides,1.7,48.42
P0968,Cetaphil Everyone Cleanser,Cetaphil,Cleanser,Combination,Centella Asiatica,4.6,10.55
P0969,Avoskin South Toner,Avoskin,Toner,Dry,Green Tea,1.6,29.95
P0970,Laneige New Moisturizer,Laneige,Moisturizer,Sensitive,Vitamin C,1.5,59.93
P0971,COSRX Like Mask,COSRX,Mask,Normal,Vitamin C,3.1,64.14
P0972,Skintific That Essence,Skintific,Essence,Normal,Hyaluronic Acid,2.3,70.67
P0973,Somethinc Away Sunscreen,Somethinc,Sunscreen,Dry,Retinol,2.9,42.93
P0974,Somethinc Short Cleanser,Somethinc,Cleanser,Combination,Ceramide,4.5,80.07
P0975,COSRX Bill Mask,COSRX,Mask,Sensitive,Retinol,1.2,69.32
P0976,Innisfree Manage Sunscreen,Innisfree,Sunscreen,Combination,Hyaluronic Acid,3.3,45.18
P0977,Innisfree Painting Cleanser,Innisfree,Cleanser,Oily,Salicylic Acid,4.6,21.26
P0978,Avoskin Wide Serum,Avoskin,Serum,Normal,Green Tea,3.7,48.51
P0979,Wardah Tree Sunscreen,Wardah,Sunscreen,Sensitive,Vitamin C,3.9,61.63
P0980,Emina Civil Essence,Emina,Essence,Dry,Peptides,4.1,63.23
P0981,Somethinc Degree Sunscreen,Somethinc,Sunscreen,Oily,Ceramide,3.0,32.92
P0982,Avoskin Crime Cleanser,Avoskin,Cleanser,Dry,Vitamin C,2.1,76.99
P0983,Wardah Dark Essence,Wardah,Essence,Normal,Peptides,3.3,34.92
P0984,COSRX Player Mask,COSRX,Mask,Combination,Vitamin C,2.0,74.85
P0985,The Ordinary Everything Cleanser,The Ordinary,Cleanser,Normal,AHA BHA,4.0,37.16
P0986,Laneige Actually Mask,Laneige,Mask,Normal,Vitamin C,2.0,41.99
P0987,Emina Little Essence,Emina,Essence,Sensitive,AHA BHA,4.6,25.63
P0988,Somethinc Send Toner,Somethinc,Toner,Normal,AHA BHA,3.6,8.29
P0989,COSRX Cell Sunscreen,COSRX,Sunscreen,Dry,Vitamin C,4.4,52.26
P0990,Wardah Outside Serum,Wardah,Serum,Dry,Niacinamide,3.5,32.38
P0991,COSRX Close Sunscreen,COSRX,Sunscreen,Normal,Green Tea,3.7,65.18
P0992,Cetaphil Him Essence,Cetaphil,Essence,Oily,Green Tea,2.8,76.2
P0993,Somethinc Last Mask,Somethinc,Mask,Sensitive,Niacinamide,4.2,92.51
P0994,Wardah Choose Mask,Wardah,Mask,Sensitive,Retinol,4.4,5.45
P0995,Cetaphil Prevent Cleanser,Cetaphil,Cleanser,Dry,Salicylic Acid,4.5,54.32
P0996,Cetaphil Whatever Moisturizer,Cetaphil,Moisturizer,Combination,AHA BHA,1.3,9.77
P0997,Laneige During Moisturizer,Laneige,Moisturizer,Normal,Hyaluronic Acid,1.8,92.65
P0998,Innisfree Your Moisturizer,Innisfree,Moisturizer,Dry,Salicylic Acid,4.4,8.3
P0999,Emina Occur Toner,Emina,Toner,Dry,Ceramide,1.4,50.05
P1000,Somethinc Production Serum,Somethinc,Serum,Sensitive,Niacinamide,2.3,34.63
P1001,Somethinc Value Serum,Somethinc,Serum,Normal,Ceramide,2.8,6.84
P1002,The Ordinary Court Essence,The Ordinary,Essence,Combination,AHA BHA,1.6,53.23
P1003,The Ordinary Home Cleanser,The Ordinary,Cleanser,Dry,Centella Asiatica,2.1,83.6
P1004,Innisfree The Sunscreen,Innisfree,Sunscreen,Dry,Green Tea,3.8,56.03
P1005,Emina Full Sunscreen,Emina,Sunscreen,Combination,Retinol,4.4,91.06
P1006,The Ordinary Since Essence,The Ordinary,Essence,Sensitive,Niacinamide,4.5,52.055
P1007,Emina Suffer Essence,Emina,Essence,Combination,Vitamin C,3.6,50.4
P1008,Avoskin Modern Toner,Avoskin,Toner,Normal,Hyaluronic Acid,4.6,59.01
P1009,Somethinc Increase Moisturizer,Somethinc,Moisturizer,Combination,Retinol,4.5,51.72
P1010,COSRX Party Mask,COSRX,Mask,Oily,Retinol,2.7,90.08
P1011,Innisfree North Sunscreen,Innisfree,Sunscreen,Dry,Hyaluronic Acid,4.0,44.75
P1012,The Ordinary Should Moisturizer,The Ordinary,Moisturizer,Dry,Vitamin C,4.0,23.45
P1013,Emina Head Toner,Emina,Toner,Normal,Salicylic Acid,4.2,30.62
P1014,Laneige Economic Cleanser,Laneige,Cleanser,Dry,Vitamin C,2.6,37.69
P1015,Laneige Still Serum,Laneige,Serum,Sensitive,AHA BHA,3.2,70.17
P1016,Wardah By Mask,Wardah,Mask,Normal,Ceramide,4.1,98.77
P1017,Somethinc Trade Toner,Somethinc,Toner,Oily,Salicylic Acid,4.5,59.33
P1018,Avoskin Coach Toner,Avoskin,Toner,Dry,AHA BHA,1.9,29.58
P1019,Somethinc Score Moisturizer,Somethinc,Moisturizer,Dry,Vitamin C,2.6,73.81
P1020,The Ordinary Check Moisturizer,The Ordinary,Moisturizer,Normal,Hyaluronic Acid,3.9,9.06
P1021,Emina Hundred Cleanser,Emina,Cleanser,Normal,Centella Asiatica,2.0,7.58
P1022,Laneige Experience Essence,Laneige,Essence,Normal,Retinol,2.9,53.71
P1023,Cetaphil Career Cleanser,Cetaphil,Cleanser,Combination,Green Tea,3.3,55.01
P1024,Wardah Not Moisturizer,Wardah,Moisturizer,Dry,Vitamin C,2.7,94.16
P1025,Skintific Nothing Mask,Skintific,Mask,Normal,Vitamin C,3.0,52.055
P1026,Skintific Direction Essence,Skintific,Essence,Dry,Vitamin C,2.9,46.71
P1027,Skintific Per Sunscreen,Skintific,Sunscreen,Dry,Green Tea,1.2,73.28
P1028,Cetaphil Could Cleanser,Cetaphil,Cleanser,Oily,Vitamin C,4.7,30.25
P1029,Skintific Forget Serum,Skintific,Serum,Normal,Vitamin C,2.7,64.87
P1030,Somethinc Piece Toner,Somethinc,Toner,Sensitive,Ceramide,4.3,9.01
P1031,Laneige Media Essence,Laneige,Essence,Normal,Salicylic Acid,3.0,87.85
P1032,The Ordinary Meet Mask,The Ordinary,Mask,Normal,Centella Asiatica,3.4,52.055
P1033,Emina Reveal Mask,Emina,Mask,Combination,Hyaluronic Acid,1.2,95.12
P1034,Cetaphil Nice Sunscreen,Cetaphil,Sunscreen,Combination,Salicylic Acid,4.3,37.48
P1035,Laneige Source Toner,Laneige,Toner,Normal,Salicylic Acid,2.7,14.17
P1036,The Ordinary Record Toner,The Ordinary,Toner,Normal,AHA BHA,2.8,52.055
P1037,Emina Cover Essence,Emina,Essence,Oily,Centella Asiatica,1.4,15.48
P1038,Skintific Impact Essence,Skintific,Essence,Sensitive,Vitamin C,2.5,84.98
P1039,Skintific Tonight Serum,Skintific,Serum,Combination,Hyaluronic Acid,2.2,92.2
P1040,Laneige Focus Cleanser,Laneige,Cleanser,Oily,Salicylic Acid,3.5,25.4
P1041,COSRX Than Essence,COSRX,Essence,Normal,Vitamin C,4.5,33.49
P1042,The Ordinary Political Toner,The Ordinary,Toner,Oily,Vitamin C,3.0,67.74
P1043,Skintific Feel Mask,Skintific,Mask,Combination,Retinol,3.3,61.26
P1044,COSRX Table Toner,COSRX,Toner,Normal,Peptides,4.9,89.24
P1045,Somethinc Finish Toner,Somethinc,Toner,Oily,Vitamin C,1.3,90.25
P1046,Skintific Policy Toner,Skintific,Toner,Sensitive,Centella Asiatica,3.7,90.55
P1047,Innisfree Government Sunscreen,Innisfree,Sunscreen,Combination,Vitamin C,3.6,38.22
P1048,Skintific Market Mask,Skintific,Mask,Sensitive,AHA BHA,3.6,57.89
P1049,Laneige Whole Moisturizer,Laneige,Moisturizer,Sensitive,Salicylic Acid,3.1,36.1
P1050,Laneige Better Essence,Laneige,Essence,Normal,AHA BHA,4.2,49.8
P1051,Cetaphil Evidence Moisturizer,Cetaphil,Moisturizer,Oily,Green Tea,3.2,65.91
P1052,Innisfree Address Moisturizer,Innisfree,Moisturizer,Dry,Vitamin C,1.3,52.34
P1053,Wardah Degree Sunscreen,Wardah,Sunscreen,Normal,Hyaluronic Acid,4.5,17.43
P1054,Cetaphil Nice Serum,Cetaphil,Serum,Normal,Salicylic Acid,3.4,30.52
P1055,Innisfree Value Mask,Innisfree,Mask,Dry,Centella Asiatica,1.8,38.98
P1056,Innisfree Change Toner,Innisfree,Toner,Combination,Green Tea,1.7,6.18
P1057,Laneige Rise Moisturizer,Laneige,Moisturizer,Dry,Retinol,2.9,60.82
P1058,Innisfree Mean Serum,Innisfree,Serum,Oily,Niacinamide,1.4,28.31
P1059,Somethinc Cut Serum,Somethinc,Serum,Oily,Hyaluronic Acid,4.9,44.19
P1060,The Ordinary Risk Toner,The Ordinary,Toner,Normal,Peptides,2.6,38.09
P1061,Cetaphil Tonight Cleanser,Cetaphil,Cleanser,Sensitive,Vitamin C,4.5,39.88
P1062,Laneige Accept Toner,Laneige,Toner,Normal,Vitamin C,2.0,95.02
P1063,Avoskin Condition Cleanser,Avoskin,Cleanser,Normal,Vitamin C,2.7,34.77
P1064,Avoskin Choose Serum,Avoskin,Serum,Combination,AHA BHA,2.1,76.0
P1065,Wardah Consumer Essence,Wardah,Essence,Sensitive,AHA BHA,1.7,95.79
P1066,Laneige Reach Essence,Laneige,Essence,Normal,Green Tea,1.1,52.055
P1067,Innisfree Better Mask,Innisfree,Mask,Combination,Vitamin C,3.2,54.15
P1068,COSRX Boy Mask,COSRX,Mask,Dry,Retinol,1.1,84.78
P1069,Laneige She Mask,Laneige,Mask,Combination,Peptides,4.0,24.31
P1070,Cetaphil Nice Sunscreen,Cetaphil,Sunscreen,Oily,Ceramide,4.3,28.91
P1071,Emina Inside Cleanser,Emina,Cleanser,Normal,Green Tea,2.2,85.89
P1072,The Ordinary Poor Cleanser,The Ordinary,Cleanser,Dry,Centella Asiatica,2.0,9.17
P1073,COSRX Over Toner,COSRX,Toner,Combination,Centella Asiatica,1.9,42.97
P1074,The Ordinary Life Cleanser,The Ordinary,Cleanser,Sensitive,Green Tea,4.5,58.59
P1075,Somethinc Own Toner,Somethinc,Toner,Sensitive,Retinol,3.2,64.08
P1076,Cetaphil Happy Cleanser,Cetaphil,Cleanser,Dry,Vitamin C,3.0,92.2
P1077,COSRX Action Toner,COSRX,Toner,Oily,Salicylic Acid,1.4,49.84
P1078,Emina Bar Sunscreen,Emina,Sunscreen,Dry,Hyaluronic Acid,2.8,6.43
P1079,Cetaphil Statement Mask,Cetaphil,Mask,Dry,Niacinamide,1.0,71.14
P1080,Cetaphil Choice Sunscreen,Cetaphil,Sunscreen,Normal,Ceramide,1.4,7.42
P1081,Somethinc Remember Essence,Somethinc,Essence,Normal,Peptides,3.9,41.67
P1082,COSRX Car Sunscreen,COSRX,Sunscreen,Oily,Green Tea,4.1,12.56
P1083,Wardah These Serum,Wardah,Serum,Normal,AHA BHA,2.7,67.0
P1084,Laneige Contain Moisturizer,Laneige,Moisturizer,Combination,Niacinamide,2.0,9.37
P1085,Cetaphil Protect Toner,Cetaphil,Toner,Oily,Peptides,3.9,85.35
P1086,Somethinc Yes Essence,Somethinc,Essence,Normal,Hyaluronic Acid,4.9,52.055
P1087,Avoskin Effect Mask,Avoskin,Mask,Sensitive,AHA BHA,1.7,74.6
P1088,Cetaphil Decade Mask,Cetaphil,Mask,Oily,Vitamin C,4.2,47.03
P1089,Somethinc Trip Toner,Somethinc,Toner,Oily,Green Tea,2.7,76.51
P1090,Cetaphil Community Toner,Cetaphil,Toner,Dry,Niacinamide,4.4,16.07
P1091,Skintific Teacher Toner,Skintific,Toner,Normal,Peptides,1.8,8.48
P1092,Cetaphil Sea Serum,Cetaphil,Serum,Normal,Niacinamide,2.5,77.89
P1093,Skintific Become Essence,Skintific,Essence,Oily,Niacinamide,2.4,11.96
P1094,Skintific Way Essence,Skintific,Essence,Normal,Retinol,2.1,24.52
P1095,Laneige Area Serum,Laneige,Serum,Normal,Peptides,4.3,35.17
P1096,Cetaphil Reason Serum,Cetaphil,Serum,Combination,Salicylic Acid,4.3,95.84
P1097,Skintific Operation Moisturizer,Skintific,Moisturizer,Oily,Salicylic Acid,4.5,6.67
P1098,Wardah Hour Serum,Wardah,Serum,Normal,Ceramide,3.4,97.39
P1099,Emina Development Sunscreen,Emina,Sunscreen,Sensitive,Hyaluronic Acid,2.9,94.71
P1100,The Ordinary Physical Serum,The Ordinary,Serum,Combination,Centella Asiatica,3.9,6.29
P1101,Somethinc Various Essence,Somethinc,Essence,Oily,Hyaluronic Acid,1.7,19.71
P1102,Cetaphil Major Mask,Cetaphil,Mask,Normal,Ceramide,3.4,26.9
P1103,Emina Plan Serum,Emina,Serum,Oily,Vitamin C,1.0,52.055
P1104,Avoskin Perhaps Toner,Avoskin,Toner,Oily,Ceramide,2.8,49.59
P1105,Avoskin Yard Mask,Avoskin,Mask,Normal,AHA BHA,4.9,19.56
P1106,The Ordinary Issue Mask,The Ordinary,Mask,Sensitive,Ceramide,3.9,6.35
P1107,Avoskin Land Cleanser,Avoskin,Cleanser,Combination,Centella Asiatica,3.2,92.65
P1108,COSRX Republican Sunscreen,COSRX,Sunscreen,Normal,Niacinamide,2.6,35.1
P1109,Innisfree Young Serum,Innisfree,Serum,Normal,Retinol,1.9,76.6
P1110,The Ordinary Need Moisturizer,The Ordinary,Moisturizer,Normal,Centella Asiatica,4.0,70.1
P1111,Skintific Girl Mask,Skintific,Mask,Sensitive,Peptides,4.3,32.81
P1112,Emina He Mask,Emina,Mask,Dry,Peptides,3.1,63.57
P1113,Avoskin Art Essence,Avoskin,Essence,Sensitive,Vitamin C,3.5,56.8
P1114,COSRX Interesting Sunscreen,COSRX,Sunscreen,Oily,Vitamin C,3.2,52.055
P1115,Wardah Rich Serum,Wardah,Serum,Normal,Green Tea,1.2,90.11
P1116,Somethinc Specific Moisturizer,Somethinc,Moisturizer,Normal,Niacinamide,1.8,65.93
P1117,COSRX Thousand Sunscreen,COSRX,Sunscreen,Normal,Niacinamide,1.1,98.11
P1118,Skintific Source Moisturizer,Skintific,Moisturizer,Sensitive,Salicylic Acid,4.1,52.055
P1119,Wardah Yourself Serum,Wardah,Serum,Sensitive,Salicylic Acid,3.1,43.91
P1120,Cetaphil Early Toner,Cetaphil,Toner,Normal,Centella Asiatica,1.4,68.53
P1121,Somethinc Fast Moisturizer,Somethinc,Moisturizer,Combination,Hyaluronic Acid,2.5,70.06
P1122,Cetaphil Arrive Sunscreen,Cetaphil,Sunscreen,Oily,Peptides,3.7,58.33
P1123,Cetaphil Only Moisturizer,Cetaphil,Moisturizer,Sensitive,Green Tea,3.8,49.7
P1124,Avoskin Appear Serum,Avoskin,Serum,Oily,Hyaluronic Acid,4.8,53.8
P1125,COSRX Explain Cleanser,COSRX,Cleanser,Oily,Hyaluronic Acid,2.4,80.73
P1126,Emina Play Sunscreen,Emina,Sunscreen,Oily,Green Tea,4.5,25.51
P1127,Somethinc Answer Essence,Somethinc,Essence,Combination,Hyaluronic Acid,4.9,37.81
P1128,Emina Ahead Mask,Emina,Mask,Normal,Vitamin C,3.3,6.85
P1129,Wardah Prove Cleanser,Wardah,Cleanser,Sensitive,Retinol,4.9,80.26
P1130,Skintific Approach Moisturizer,Skintific,Moisturizer,Combination,Centella Asiatica,2.1,60.71
P1131,Skintific Bill Moisturizer,Skintific,Moisturizer,Dry,Retinol,3.0,77.57
P1132,Skintific Camera Sunscreen,Skintific,Sunscreen,Normal,Ceramide,4.9,22.93
P1133,Cetaphil Reveal Essence,Cetaphil,Essence,Combination,Centella Asiatica,1.6,52.82
P1134,Wardah Admit Essence,Wardah,Essence,Oily,AHA BHA,1.4,73.18
P1135,Innisfree Must Essence,Innisfree,Essence,Oily,Peptides,1.8,64.35
P1136,Cetaphil Debate Serum,Cetaphil,Serum,Oily,Retinol,1.3,52.055
P1137,COSRX Focus Essence,COSRX,Essence,Oily,Niacinamide,3.0,15.44
P1138,The Ordinary Protect Moisturizer,The Ordinary,Moisturizer,Combination,Peptides,4.7,95.0
P1139,Laneige Every Mask,Laneige,Mask,Sensitive,Vitamin C,1.9,55.77
P1140,COSRX Happen Sunscreen,COSRX,Sunscreen,Combination,Peptides,4.6,56.99
P1141,Cetaphil Group Cleanser,Cetaphil,Cleanser,Sensitive,Green Tea,3.0,66.81
P1142,Innisfree Nice Toner,Innisfree,Toner,Normal,Vitamin C,3.5,20.83
P1143,Wardah Push Moisturizer,Wardah,Moisturizer,Oily,Retinol,1.7,85.15
P1144,The Ordinary Green Serum,The Ordinary,Serum,Normal,Green Tea,1.7,7.44
P1145,Laneige Candidate Moisturizer,Laneige,Moisturizer,Dry,AHA BHA,3.7,46.69
P1146,Innisfree Conference Essence,Innisfree,Essence,Sensitive,Vitamin C,3.1,48.06
P1147,Somethinc Population Moisturizer,Somethinc,Moisturizer,Normal,Vitamin C,1.5,10.85
P1148,Innisfree Wait Cleanser,Innisfree,Cleanser,Normal,Salicylic Acid,2.0,10.33
P1149,Skintific Worry Essence,Skintific,Essence,Oily,Centella Asiatica,4.3,83.75
P1150,Skintific Line Cleanser,Skintific,Cleanser,Normal,Ceramide,3.4,37.34
P1151,COSRX Mother Essence,COSRX,Essence,Oily,Hyaluronic Acid,1.4,96.11
P1152,The Ordinary Stock Cleanser,The Ordinary,Cleanser,Normal,Salicylic Acid,4.6,42.98
P1153,Somethinc Else Sunscreen,Somethinc,Sunscreen,Normal,AHA BHA,1.7,92.47
P1154,COSRX Either Essence,COSRX,Essence,Oily,Vitamin C,1.8,61.59
